obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
1,1,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,773.3570000000001,100
2,1,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,684.558,100
3,1,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,670.605,100
4,1,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,640.06,100
5,1,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,439.462,100
6,1,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,443.96799999999996,100
7,2,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,888.1640000000001,100
8,2,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,889.618,100
9,2,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,941.233,100
10,2,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,824.3439999999999,100
11,2,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,815.7710000000001,100
12,2,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,841.332,100
13,3,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,874.9129999999999,100
14,3,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,851.7570000000001,100
15,3,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,888.609,100
16,3,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,712.152,100
17,3,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,590.1149999999999,100
18,3,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,519.199,100
19,4,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,769.7499999999999,100
20,4,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,681.411,100
21,4,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,753.707,100
22,4,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,625.059,100
23,4,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,479.79,100
24,4,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,561.1160000000001,100
25,5,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,695.3539999999999,100
26,5,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,680.2660000000001,100
27,5,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,557.209,100
28,5,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,462.714,100
29,5,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,491.455,100
30,5,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,444.326,100
31,6,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,847.6640000000001,100
32,6,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,782.57,100
33,6,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,709.936,100
34,6,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,752.883,100
35,6,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,633.574,100
36,6,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,589.078,100
37,7,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,824.945,100
38,7,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,862.629,100
39,7,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,766.0120000000001,100
40,7,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,647.1980000000001,100
41,7,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,603.829,100
42,7,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,601.6329999999999,100
43,8,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,801.3809999999999,100
44,8,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,844.16,100
45,8,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,845.442,100
46,8,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,752.287,100
47,8,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,696.825,100
48,8,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,318.2,329.3,99,253.7,0,0,0,0,0,0,0,674.5300000000001,100
49,9,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,490.3,100
50,9,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,445.036,100
51,9,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,328.158,100
52,9,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,277.55600000000004,100
53,9,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,304.88599999999997,100
54,9,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,249.875,100
55,10,1,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,762.9309999999999,100
56,10,1.98,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,890.6619999999999,100
57,10,3.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,689.2589999999999,100
58,10,3.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,686.634,100
59,10,4.99,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,574.225,100
60,10,6.01,-21.5,-16.5,-10.3,1.9,10,14.6,17.4,15.9,9.9,3.7,-7.2,-16.5,398.40000000000003,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,529.219,100
61,11,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,471.396,100
62,11,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,407.229,100
63,11,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,403.669,100
64,11,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,310.09,100
65,11,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,331.11600000000004,100
66,11,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,307.57800000000003,100
67,12,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,773.73,100
68,12,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,750.809,100
69,12,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,585.1189999999999,100
70,12,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,476.92100000000005,100
71,12,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,396.89799999999997,100
72,12,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,396.823,100
73,13,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,688.909,100
74,13,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,554.6139999999999,100
75,13,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,402.05199999999996,100
76,13,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,370.33099999999996,100
77,13,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,489.50000000000006,100
78,13,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,285.795,100
79,14,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,598.4639999999999,100
80,14,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,453.90500000000003,100
81,14,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,481.271,100
82,14,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,266.23400000000004,100
83,14,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,327.12,100
84,14,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,247.74599999999998,100
85,15,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,587.677,100
86,15,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,460.548,100
87,15,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,441.71700000000004,100
88,15,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,379.79699999999997,100
89,15,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,409.937,100
90,15,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,364.958,100
91,16,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,651.879,100
92,16,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,576.896,100
93,16,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,474.153,100
94,16,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,389.81699999999995,100
95,16,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,397.37699999999995,100
96,16,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,314.86,100
97,17,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,742.648,100
98,17,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,653.2429999999999,100
99,17,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,522.575,100
100,17,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,378.83099999999996,100
101,17,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,424.109,100
102,17,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,374.88999999999993,100
103,18,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,687.979,100
104,18,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,572.455,100
105,18,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,544.1940000000001,100
106,18,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,403.757,100
107,18,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,469.673,100
108,18,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,318.2,329.3,99,253.7,0,0,0,0,0,0,0,386.77,100
109,19,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,474.045,100
110,19,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,481.847,100
111,19,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,391.83799999999997,100
112,19,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,269.455,100
113,19,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,275.287,100
114,19,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,283.87,100
115,20,1,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,675.351,100
116,20,2,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,579.2969999999999,100
117,20,3,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,471.094,100
118,20,4,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,361.684,100
119,20,5,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,458.45599999999996,100
120,20,6,-5.7,-7.2,-3.4,1.3,6.2,11.6,15.7,15.4,11.2,6.4,2.3,-3,1199.7,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,323.057,100
121,21,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,682.172,100
122,21,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,557.612,100
123,21,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,297.942,100
124,21,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,225.6,100
125,21,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,291.572,100
126,21,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,233.23,100
127,22,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,848.417,100
128,22,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,740.908,100
129,22,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,679.9150000000001,100
130,22,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,465.101,100
131,22,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,507.28499999999997,100
132,22,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,359.283,100
133,23,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,801.678,100
134,23,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,720.452,100
135,23,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,669.1400000000001,100
136,23,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,407.87,100
