period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
8,68,1.5780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,472,180,102,246,0,0,0,0,0,0,0,280.98400000000004,38.192,69.56400000000001,293.26000000000005,27.28,6.82,13.64,27.28
8,69,2.0027397260273974,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,472,180,102,246,0,0,0,0,0,0,0,252.10799999999998,39.931999999999995,52.448,251.512,23.84,5.96,11.92,23.84
9,71,0.4438356164383562,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,376.508,42.983999999999995,70.844,305.664,31.839999999999996,7.959999999999999,15.919999999999998,31.839999999999996
9,72,0.9972602739726028,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,293.34400000000005,48.416000000000004,67.64,302.6,28.480000000000004,7.120000000000001,14.240000000000002,28.480000000000004
9,73,1.4219178082191781,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,249.268,36.403,61.7,269.629,24.68,6.17,12.34,24.68
9,74,1.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,287.71200000000005,26.048000000000002,62.16000000000001,216.08000000000004,23.680000000000003,5.920000000000001,11.840000000000002,23.680000000000003
9,75,2.4328767123287673,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,275.77,19.734,47.058,163.438,20.240000000000002,5.0600000000000005,10.120000000000001,20.240000000000002
10,77,0.6383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,348.3,47.988,80.49600000000001,297.216,30.96,7.74,15.48,30.96
10,78,1,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,290.786,41.64,70.09400000000001,291.48,27.76,6.94,13.88,27.76
10,79,1.63013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,240.19799999999998,27.692,58.995999999999995,275.114,24.08,6.02,12.04,24.08
10,80,2.0027397260273974,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,211.60000000000002,25.921000000000003,47.081,244.39800000000002,21.16,5.29,10.58,21.16
10,81,2.6301369863013697,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,181.92499999999998,25.65,54.625,212.79999999999998,19,4.75,9.5,19
10,82,3.032876712328767,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,150.8,19.6,44,185.60000000000002,16,4,8,16
10,83,3.6465753424657534,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,488,129,95,288,0,0,0,0,0,0,0,130.272,16.192,40.112,181.424,14.719999999999999,3.6799999999999997,7.359999999999999,14.719999999999999
11,85,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,432.12800000000004,54.86000000000001,77.64800000000001,279.36400000000003,33.760000000000005,8.440000000000001,16.880000000000003,33.760000000000005
11,86,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,408.17599999999993,45.007999999999996,76.824,245.99199999999996,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
11,87,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,351.902,42.760999999999996,72.904,233.433,28.04,7.01,14.02,28.04
11,88,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,289.665,38.13,66.42,220.785,24.6,6.15,12.3,24.6
11,89,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,247.52,31.008000000000003,59.84,205.632,21.76,5.44,10.88,21.76
11,90,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,232.05,30.975,60.900000000000006,201.07500000000002,21,5.25,10.5,21
11,91,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,202.878,21.572999999999997,48.19499999999999,186.35399999999998,18.36,4.59,9.18,18.36
11,92,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,179.71200000000002,24.544,42.016000000000005,169.728,16.64,4.16,8.32,16.64
11,93,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,159.375,18,37.5,160.125,15,3.75,7.5,15
11,94,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,136.68,14.280000000000001,36.38,152.66000000000003,13.600000000000001,3.4000000000000004,6.800000000000001,13.600000000000001
11,95,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,164,113,231,0,0,0,0,0,0,0,131.70399999999998,14.995999999999999,38.467999999999996,140.832,13.04,3.26,6.52,13.04
13,110,0.5753424657534246,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,452.228,55.552,90.272,269.948,34.72,8.68,17.36,34.72
13,111,1.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,353.28,39.33,55.88999999999999,241.49999999999997,27.599999999999998,6.8999999999999995,13.799999999999999,27.599999999999998
13,112,1.5643835616438355,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,290,46.875,72.5,215.625,25,6.25,12.5,25
13,113,1.8136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,243.17599999999996,33.355999999999995,59.17999999999999,202.28799999999998,21.519999999999996,5.379999999999999,10.759999999999998,21.519999999999996
13,114,1.9671232876712328,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,221.88400000000001,30.12,55.722,194.274,20.08,5.02,10.04,20.08
13,115,2.5835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,185.288,27.094000000000005,50.25500000000001,174.36300000000003,17.480000000000004,4.370000000000001,8.740000000000002,17.480000000000004
13,116,2.8328767123287673,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,163.09499999999997,23.186999999999998,42.836999999999996,163.88099999999997,15.719999999999999,3.9299999999999997,7.859999999999999,15.719999999999999
13,117,2.9835616438356163,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,164.41,20.05,42.907000000000004,173.633,16.04,4.01,8.02,16.04
13,118,3.580821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,121.60000000000002,14.592000000000002,31.008000000000006,136.8,12.160000000000002,3.0400000000000005,6.080000000000001,12.160000000000002
14,121,0.4383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,388.112,56.536,77.928,241.424,30.560000000000002,7.640000000000001,15.280000000000001,30.560000000000002
14,122,0.9917808219178083,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,304.52000000000004,57.594,82.75,217.13600000000002,26.48,6.62,13.24,26.48
14,123,1.2410958904109588,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,264.614,38.458,66.58399999999999,204.344,22.959999999999997,5.739999999999999,11.479999999999999,22.959999999999997
14,124,1.3945205479452054,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,220.616,34.408,61.732,189.244,20.240000000000002,5.0600000000000005,10.120000000000001,20.240000000000002
14,126,2.26027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,166.41500000000002,21.654,46.917,166.014,16.04,4.01,8.02,16.04
14,127,2.410958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,161.092,20.332,45.356,164.22,15.64,3.91,7.82,15.64
14,128,3.0082191780821916,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,110.42200000000003,13.426000000000004,29.044000000000008,121.10800000000003,10.960000000000003,2.7400000000000007,5.480000000000001,10.960000000000003
14,129,3.2356164383561645,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,134.23200000000003,12.173000000000002,33.88700000000001,148.70800000000003,13.160000000000004,3.290000000000001,6.580000000000002,13.160000000000004
14,130,3.408219178082192,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,116.81599999999999,8.642,36.058,136.48399999999998,11.92,2.98,5.96,11.92
15,133,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,422.45,56.949999999999996,102.85,267.75,34,8.5,17,34
15,134,0.8027397260273973,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,380.034,38.7,95.976,259.29,30.96,7.74,15.48,30.96
15,135,0.9561643835616438,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,351.808,37.536,80.224,266.432,29.439999999999998,7.359999999999999,14.719999999999999,29.439999999999998
15,136,1.5726027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,282.575,36.83,74.295,241.3,25.4,6.35,12.7,25.4
15,137,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,260.15400000000005,32.592000000000006,60.528000000000006,228.72600000000003,23.28,5.82,11.64,23.28
15,138,1.9726027397260273,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,226.304,30.72,54.272,200.704,20.48,5.12,10.24,20.48
15,139,2.56986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,181.412,21.7,42.532,188.356,17.36,4.34,8.68,17.36
15,140,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,186.543,17.199,40.572,196.686,17.64,4.41,8.82,17.64
15,141,2.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,165.23,11.479999999999999,41.82,191.47,16.4,4.1,8.2,16.4
16,144,0.24383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,468.08500000000004,55.49,111.875,259.55,35.8,8.95,17.9,35.8
16,145,0.3972602739726027,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,421.77000000000004,39.696000000000005,92.62400000000001,272.91,33.080000000000005,8.270000000000001,16.540000000000003,33.080000000000005
16,146,1.0136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,336.069,69.98400000000001,58.32000000000001,264.627,29.160000000000004,7.290000000000001,14.580000000000002,29.160000000000004
16,147,1.263013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,286.38,32.25,74.175,252.195,25.8,6.45,12.9,25.8
16,148,1.441095890410959,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,244.173,31.641,67.461,253.725,23.88,5.97,11.94,23.88
16,149,2.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,223.428,23.736,51.6,217.23600000000002,20.64,5.16,10.32,20.64
16,150,2.2383561643835614,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,203.61200000000002,17.746000000000002,41.563,204.079,18.68,4.67,9.34,18.68
16,151,2.410958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,197.91799999999998,14.539,45.492999999999995,211.04999999999998,18.759999999999998,4.6899999999999995,9.379999999999999,18.759999999999998
17,157,0.6164383561643836,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,357.192,42.768,106.92,285.12,31.68,7.92,15.84,31.68
17,158,0.863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,328.56,39.22,87.32,284.9,29.6,7.4,14.8,29.6
17,159,1.0136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,318.682,37.492,81.473,283.353,28.84,7.21,14.42,28.84
17,160,1.610958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,271.143,29.485999999999997,66.66399999999999,273.70699999999994,25.639999999999997,6.409999999999999,12.819999999999999,25.639999999999997
17,161,1.8383561643835618,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,256.71,22.686,55.521,262.08299999999997,23.88,5.97,11.94,23.88
17,162,2.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,240.11799999999997,19.345999999999997,57.468999999999994,252.06699999999998,22.759999999999998,5.6899999999999995,11.379999999999999,22.759999999999998
19,191,0.5753424657534246,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,452.62799999999993,57.023999999999994,104.24699999999999,277.10099999999994,35.63999999999999,8.909999999999998,17.819999999999997,35.63999999999999
19,192,1.0136986301369864,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,363.804,52.704,77.592,237.9,29.28,7.32,14.64,29.28
19,195,1.9726027397260273,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,271.593,25.515000000000004,53.86500000000001,216.02700000000002,22.680000000000003,5.670000000000001,11.340000000000002,22.680000000000003
20,202,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,391.68,42.24,76.032,258.048,30.72,7.68,15.36,30.72
20,205,1.9726027397260273,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,277.09,32.67,57.475,237.765,24.2,6.05,12.1,24.2
